City,Units permitted (2015-2019),Mean underproduction,Units built to units claimed ratio on matched sites,RHNA Success,Units permitted / claimed capacity,Units permitted via BPS / claimed capacity,P(inventory) for homes built,P(inventory) for projects built,P(dev) for nonvacant sites,P(dev) for vacant sites,P(dev) for inventory,# nonvacant matches,# vacant matches,# matches
Fairfield,1731.0,0.9616666666666667,0.2706270627062706,0.5583870967741935,0.2697522206638616,0.29063425276609006,0.04737146158290006,0.05659075224292615,0.0,0.012987012987012988,0.023255813953488372,0 / 2,1 / 77,2 / 86
Fremont,5892.0,1.4373173413602602,0.9481125024604382,1.0801099908340972,0.857354009214051,0.8935863833305309,0.22233536999321113,0.08796992481203007,0.10638297872340426,0.047619047619047616,0.09876543209876543,15 / 141,1 / 21,16 / 162
Gilroy,1406.0,0.05714285714285714,0.05714285714285714,1.2922794117647058,2.2037617554858935,4.001567398119122,0.12802275960170698,0.1798201798201798,0.0,0.2,0.20512820512820512,0 / 3,1 / 5,8 / 39
Half Moon Bay,57.0,0.9191499999999999,0.15151515151515152,0.2375,0.058762886597938144,0.19278350515463918,0.543859649122807,0.5,0.08333333333333333,0.06116207951070336,0.03697996918335902,1 / 12,20 / 327,24 / 649
Hayward,2006.0,0.6716012313256149,0.5463137996219282,0.511734693877551,0.6700066800267201,0.9432197728790915,0.2781655034895314,0.3823754789272031,0.21052631578947367,0.07894736842105263,0.12568306010928962,12 / 57,3 / 38,23 / 183
Healdsburg,241.0,0.4155578898225957,0.3194444444444444,1.535031847133758,0.49284253578732107,0.35787321063394684,0.0954356846473029,0.06321839080459771,0.09523809523809523,0.1111111111111111,0.1,2 / 21,4 / 36,6 / 60
Hercules,739.0,0.0035919540229885057,0.0035919540229885057,1.0835777126099706,0.2716911764705882,0.09338235294117647,0.006765899864682003,0.03333333333333333,,0.07142857142857142,0.07142857142857142,0 / 0,1 / 14,1 / 14
Lafayette,313.0,0.5625,0.9054054054054054,0.7825,0.4960380348652932,,0.2715654952076677,0.030927835051546393,0.0625,0.3333333333333333,0.041666666666666664,1 / 16,1 / 3,3 / 72
Larkspur,20.0,,,0.15151515151515152,0.2564102564102564,0.358974358974359,0.05,0.058823529411764705,0.0,,0.05263157894736842,0 / 3,0 / 0,1 / 19
Livermore,1896.0,0.9332530226519611,1.0336,0.6947599853426163,0.5489287782281412,0.45136074116965835,0.5775316455696202,0.5533596837944664,0.07446808510638298,0.24271844660194175,0.15841584158415842,7 / 94,25 / 103,32 / 202
Los Altos,313.0,0.9125,0.5882352941176471,0.6561844863731656,1.2155339805825243,1.0135922330097087,0.06389776357827476,0.059907834101382486,0.11764705882352941,0.2608695652173913,0.17543859649122806,4 / 34,6 / 23,10 / 57
Los Altos Hills,114.0,0.6770833333333334,0.5217391304347826,0.9421487603305785,0.3202247191011236,0.37359550561797755,0.23684210526315788,0.23478260869565218,0.06722689075630252,0.26666666666666666,0.10071942446043165,8 / 119,4 / 15,14 / 139
Los Gatos,119.0,,,0.19224555735056542,0.14968553459119496,0.20754716981132076,0.0,0.0,0.0,0.0,0.0,0 / 6,0 / 3,0 / 36
Martinez,70.0,0.7220380434782608,0.3394495412844037,0.14925373134328357,0.05098324836125273,0.06627822286962855,0.5285714285714286,0.3888888888888889,0.0,0.03319502074688797,0.0299625468164794,0 / 26,8 / 241,8 / 267
Menlo Park,1089.0,4.275514120808962,4.14970379079809,1.6625954198473283,0.584092440588465,0.6211010525265771,0.7603305785123967,0.21518987341772153,0.0673076923076923,0.08108108108108109,0.06938775510204082,14 / 208,3 / 37,17 / 245
Mill Valley,83.0,1.0,1.0,0.6434108527131783,0.43005181347150256,0.49222797927461137,0.024096385542168676,0.024096385542168676,0.0,0.06666666666666667,0.03571428571428571,0 / 25,2 / 30,2 / 56
Millbrae,18.0,,,0.027149321266968326,0.011974852809100888,0.0,0.0,0.0,0.0,0.0,0.0,0 / 125,0 / 4,0 / 132
Milpitas,2019.0,0.3322163662907163,0.2392767031118587,0.613677811550152,0.2517456359102244,0.4123441396508728,0.8712233779098564,0.5092592592592593,0.2222222222222222,0.0,0.10526315789473684,4 / 18,0 / 7,18 / 171
Monte Sereno,42.0,,,0.6885245901639344,1.2727272727272727,1.1515151515151516,0.0,0.0,0.0,,0.0,0 / 5,0 / 0,0 / 6
Moraga,78.0,0.4865384615384616,0.22807017543859648,0.3406113537117904,0.094316807738815,,0.1794871794871795,0.20754716981132076,0.0,0.058823529411764705,0.07317073170731707,0 / 1,2 / 34,3 / 41
Morgan Hill,1779.0,1.4207906584438725,0.6258596973865199,1.9170258620689655,1.3790697674418604,1.3372093023255813,0.25576166385609894,0.26834532374100717,,0.2625,0.2625,0 / 0,21 / 80,21 / 80
Mountain View,2883.0,7.53769296231235,1.1960975609756097,0.9853041695146958,0.8964552238805971,0.9909825870646766,0.47589316684009714,0.4034749034749035,0.2,0.2857142857142857,0.13978494623655913,5 / 25,2 / 7,13 / 93
Napa,955.0,0.9260937428584488,1.0862944162436547,1.1437125748502994,0.6744350282485876,0.731638418079096,0.22408376963350785,0.22302158273381295,0.10810810810810811,0.11904761904761904,0.09090909090909091,4 / 37,5 / 42,9 / 99
Newark,1183.0,0.45999466132107525,0.3272058823529412,1.0974025974025974,0.7231051344743277,1.2078239608801955,0.9830938292476754,0.9820627802690582,0.2222222222222222,0.25,0.1702127659574468,2 / 9,1 / 4,24 / 141
Novato,236.0,3.2777777777777777,5.1,0.5686746987951807,0.3913764510779436,0.8109452736318408,0.22033898305084745,0.03896103896103896,,,0.04411764705882353,0 / 0,0 / 0,3 / 68
Oakland,19016.0,2.944443618141857,1.8071479122434537,1.2879105993904505,1.7826942908034125,1.1622761788694103,0.3489692890197728,0.05116959064327485,,,0.13043478260869565,0 / 0,0 / 0,45 / 345
Oakley,1226.0,0.1,0.1,1.0496575342465753,2.9902439024390244,2.7756097560975608,0.00734094616639478,0.00779896013864818,0.0,1.0,0.14285714285714285,0 / 6,1 / 1,1 / 7
Pacifica,84.0,0.06756756756756757,0.06756756756756757,0.2033898305084746,0.1935483870967742,0.0967741935483871,0.05952380952380952,0.02631578947368421,0.05555555555555555,0.0,0.023255813953488372,1 / 18,0 / 9,1 / 43
Palo Alto,506.0,0.9613095238095238,0.9807692307692307,0.2545271629778672,0.3121529919802591,0.45157310302282544,0.1007905138339921,0.044585987261146494,0.03636363636363636,0.0,0.03550295857988166,6 / 165,0 / 4,6 / 169
Petaluma,714.0,0.5769091644653863,0.7955555555555556,0.9583892617449664,0.20266818052795912,0.15242690888447347,0.6470588235294118,0.38953488372093026,,,0.12790697674418605,0 / 0,0 / 0,11 / 86
Piedmont,42.0,0.75,0.75,0.7,0.711864406779661,0.1864406779661017,0.07142857142857142,0.0625,,0.06896551724137931,0.06896551724137931,0 / 0,4 / 58,4 / 58
Pinole,13.0,1.0714285714285714,0.375,0.04377104377104377,0.026530612244897958,0.00816326530612245,0.23076923076923078,0.2857142857142857,0.0,0.06451612903225806,0.05,0 / 4,2 / 31,3 / 60
Pittsburg,1658.0,0.5390009005966453,0.13107511045655376,0.8187654320987654,0.338989981598855,0.23594356982212228,0.05367913148371532,0.054098360655737705,0.14285714285714285,0.23529411764705882,0.17857142857142858,1 / 7,4 / 17,5 / 28
Pleasant Hill,156.0,0.25,0.25,0.3482142857142857,0.3305084745762712,0.1440677966101695,0.01282051282051282,0.014492753623188406,,,0.06896551724137931,0 / 0,0 / 0,2 / 29
Pleasanton,1617.0,0.785959336901576,0.854630715123095,0.7822931785195936,0.5162835249042146,0.5644955300127714,0.45949288806431665,0.2209026128266033,0.3333333333333333,0.3103448275862069,0.25,4 / 12,9 / 29,17 / 68
Portola Valley,65.0,1.0082758620689656,0.18032786885245902,1.015625,0.48148148148148145,0.3111111111111111,0.2153846153846154,0.23333333333333334,,0.11842105263157894,0.14102564102564102,0 / 0,9 / 76,11 / 78
Redwood City,1765.0,2.4,2.4,0.6328433130154177,0.5295529552955296,0.30873087308730873,0.07988668555240794,0.02054794520547945,0.0,0.07692307692307693,0.03571428571428571,0 / 15,1 / 13,2 / 56
Richmond,846.0,1.152094602425112,3.271224061269874,0.34743326488706366,0.3970222718145361,0.3388298820923109,0.13356973995271867,0.04477611940298507,,0.04932735426008968,0.04932735426008968,0 / 0,11 / 223,11 / 223
Rio Vista,380.0,0.5641025641025641,0.5641025641025641,1.2709030100334449,0.07535197303192544,0.17251635930993456,0.4052631578947368,0.4031413612565445,,0.043478260869565216,0.043478260869565216,0 / 0,1 / 23,1 / 23
Rohnert Park,1272.0,,,1.4149054505005563,4.184210526315789,2.8651315789473686,0.07075471698113207,0.0014184397163120568,0.0,0.0,0.02857142857142857,0 / 3,0 / 1,1 / 35
Ross,16.0,,,0.8888888888888888,0.36363636363636365,0.11363636363636363,0.0,0.0,0.0,0.0,0.0,0 / 8,0 / 11,0 / 25
San Anselmo,69.0,1.1,1.0769230769230769,0.6509433962264151,0.21428571428571427,0.09937888198757763,0.4057971014492754,0.2564102564102564,0.08695652173913043,,0.06711409395973154,2 / 23,0 / 0,10 / 149
San Bruno,248.0,0.8205128205128205,0.8205128205128205,0.21471861471861473,0.4601113172541744,0.29313543599257885,0.12903225806451613,0.05084745762711865,0.16666666666666666,,0.16666666666666666,1 / 6,0 / 0,1 / 6
San Carlos,511.0,1.696969696969697,1.2131147540983607,0.8573825503355704,0.3634423897581792,0.2709815078236131,0.14481409001956946,0.273972602739726,0.028662420382165606,0.05405405405405406,0.03133903133903134,9 / 314,2 / 37,11 / 351
San Francisco,22225.0,2.910793278701509,1.5673803526448362,0.7698569399702102,0.47077887690906395,0.42712194708636064,0.4479640044994376,0.2948294829482948,0.08684546615581099,0.08513816280806571,0.08641035401598782,340 / 3915,114 / 1339,454 / 5254
San Jose,12602.0,1.7547532626746607,0.8514737598849749,0.35923603192702397,0.5560745251060897,0.5457931916392019,0.4699254086652912,0.2636412749864938,0.10975609756097561,0.108,0.10887096774193548,27 / 246,27 / 250,54 / 496
San Leandro,138.0,0.4808760683760684,0.16363636363636364,0.06034105815478793,0.06920762286860582,0.06469408224674023,0.06521739130434782,0.1836734693877551,0.03773584905660377,0.11764705882352941,0.04285714285714286,2 / 53,4 / 34,6 / 140
San Mateo,1504.0,1.905434750659871,1.191358024691358,0.48516129032258065,0.354226052896032,0.3551681434622448,0.6462765957446809,0.08641975308641975,0.06666666666666667,0.1,0.07446808510638298,2 / 30,3 / 30,7 / 94
San Pablo,53.0,0.7,0.45454545454545453,0.11804008908685969,0.06892067620286085,0.10533159947984395,0.09433962264150944,0.0625,0.016129032258064516,0.02631578947368421,0.016,1 / 62,1 / 38,2 / 125
San Rafael,221.0,0.15254945201817696,0.08695652173913043,0.21946375372393248,0.42015209125475284,0.16920152091254753,0.09502262443438914,0.12380952380952381,0.25,0.23529411764705882,0.14492753623188406,2 / 8,4 / 17,10 / 69
San Ramon,1719.0,0.8571428571428571,0.8571428571428571,1.2131263232180662,0.39059304703476483,0.08588957055214724,0.02210587550901687,0.015105740181268883,0.0,0.0,0.010526315789473684,0 / 30,0 / 4,2 / 190
Santa Clara,4125.0,2.6378289773425023,1.5166908563134978,1.0078182262399218,0.6523801992724972,0.6443144077178554,0.25333333333333335,0.1991701244813278,0.06280193236714976,0.07142857142857142,0.06334841628959276,13 / 207,1 / 14,14 / 221
Santa Rosa,1650.0,,,0.32461144993114305,1.0891089108910892,2.3735973597359736,0.0,0.0,,,0.0,0 / 0,0 / 0,0 / 34
Saratoga,83.0,,,0.18906605922551253,0.3074074074074074,0.5370370370370371,0.0,0.0,0.0,,0.0,0 / 8,0 / 0,0 / 14
Sausalito,20.0,0.65625,0.3333333333333333,0.25316455696202533,0.11173184357541899,0.061452513966480445,0.2,0.19047619047619047,0.03333333333333333,0.07407407407407407,0.04597701149425287,2 / 60,2 / 27,4 / 87
Sebastopol,27.0,0.75,0.6666666666666666,0.225,0.08681672025723473,0.11254019292604502,0.07407407407407407,0.07142857142857142,,0.044444444444444446,0.04081632653061224,0 / 0,2 / 45,2 / 49
Sonoma,111.0,0.10256410256410256,0.10256410256410256,0.8102189781021898,0.14415584415584415,0.22857142857142856,0.036036036036036036,0.043478260869565216,0.0,0.2,0.043478260869565216,0 / 13,1 / 5,1 / 23
South San Francisco,1084.0,6.284560625510562,4.396946564885496,0.5815450643776824,0.5002307337332718,0.36963544070143056,0.5313653136531366,0.19047619047619047,0.12,0.2,0.14285714285714285,3 / 25,2 / 10,5 / 35
Suisun City,83.0,,,0.16435643564356436,0.2213923712990131,0.245398773006135,0.0,0.0,0.0,0.0,0.0,0 / 1,0 / 31,0 / 36
Sunnyvale,2515.0,0.6926656804337629,0.7053349875930521,0.46129860601614087,0.07737509229633276,0.0946652719665272,0.45208747514910536,0.25029239766081873,0.08561643835616438,0.0,0.08333333333333333,25 / 292,0 / 5,25 / 300
Tiburon,19.0,,,0.24358974358974358,0.3877551020408163,0.3469387755102041,0.0,0.0,0.0,0.0,0.0,0 / 3,0 / 2,0 / 5
Union City,426.0,0.8,0.6521739130434783,0.38517179023508136,0.4298688193743693,0.425832492431887,0.07042253521126761,0.019230769230769232,0.16666666666666666,0.06666666666666667,0.05714285714285714,1 / 6,1 / 15,2 / 35
Vacaville,1643.0,0.5978021959115368,0.44936086529006886,1.5156826568265682,0.30857241591730333,0.3072577434210032,0.3451004260499087,0.3133375877472878,0.0,0.14285714285714285,0.09230769230769231,0 / 44,10 / 70,12 / 130
Vallejo,244.0,1.3928571428571428,1.2,0.17914831130690162,0.09434071691212008,0.08274144843931842,0.04918032786885246,0.04888888888888889,,0.023333333333333334,0.023178807947019868,0 / 0,7 / 300,7 / 302
Walnut Creek,1194.0,3.0486710239651416,1.2537313432835822,0.5342281879194631,0.779373368146214,0.7030026109660574,0.21105527638190955,0.022026431718061675,0.03305785123966942,0.5,0.04032258064516129,4 / 121,1 / 2,5 / 124
Windsor,189.0,,,0.42954545454545456,0.15278900565885206,0.12045270816491511,0.09523809523809523,0.2903225806451613,0.0,0.0,0.19607843137254902,0 / 3,0 / 4,10 / 51
Woodside,65.0,,,1.0483870967741935,0.23897058823529413,0.15808823529411764,0.1076923076923077,0.10606060606060606,,0.022556390977443608,0.022556390977443608,0 / 0,6 / 266,6 / 266
Yountville,10.0,0.611111111111111,0.4444444444444444,0.5882352941176471,0.14084507042253522,0.16901408450704225,0.4,0.4,0.2,0.2222222222222222,0.21428571428571427,1 / 5,2 / 9,3 / 14
Overall,122067.0,2.1233909394549895,0.9942005371016576,0.6493270918665887,0.4703475022725347,,0.34636715901922716,0.19201180009254976,0.07612323491655969,0.08216318785578748,0.08031746031746032,593 / 7790,433 / 5270,1265 / 15750
